lfdn;Problem;Cause;tag;Rank;Source Id;Target Id;HumanRelated;Category;Discussion needed
330;Communication flaws within the project team;Each person on the team has a role, experience and knowledge regarding the business;Weak qualification of RE team members;2;136;1;;;
330;Incomplete or hidden requirements;Lack of customer involvement, varying degree of experience and business' knowledge of team people;Missing customer involvement;4;81;4;;;
330;Moving targets (changing goals, business processes and / or requirements);Many departments involved in the project, regulation;Many customers;3;71;9;;;
330;Terminological problems;Role taken by each stakeholder;Unclear roles and responsibilities at customer side;5;128;12;;;
330;Underspecified requirements that are too abstract and allow for various interpretations;Lack of customer involvement who has the idea. He/She assumes that his/her needs will be so, but he/she has no time or interest to participate in meetings of definition;Missing customer involvement;1;81;15;;;
332;Stakeholders with difficulties in separating requirements from previously known solution designs;Stakeholders already went through an entire problem solving process prior to the first moment we got involved;Lack of a well-defined RE process;1;56;10;;;
341;Missing traceability;Requirements change and its evolution is unknown;Volatile requirements;1;134;8;;;
341;Terminological problems;End customers use a non-technical terminology in another language;Unclear terminology;2;130;12;;;
355;Moving targets (changing goals, business processes and / or requirements);Customer want to implement new functions, last not least it is critical because we have not enough team members;Insufficient team size;2;55;9;;;
355;Technically unfeasible requirements;new technology like BEV battery electric vehicles with a lot of challenges;Complexity of project;5;25;11;;;
355;Terminological problems;new unexperienced team members;Lack of experience of RE team members;3;61;12;;;
355;Time boxing / Not enough time in general;in general it means that we have not enough team members, specialists in RE;Insufficient team size;1;55;13;;;
359;Incomplete or hidden requirements;There are specifications that the customer himself does not recognize.;Missing engagement by customer;4;85;4;;;
359;Inconsistent requirements;There are businesses that operate at the discretion of workers.;Conflict of interests at customer side;5;28;5;;;
359;Time boxing / Not enough time in general;Schedule is too short.;Lack of time;1;67;13;;;
359;Weak access to customer needs and / or (internal) business information;There is no person exchanging appropriate information with customers.;Not following the communication plan;2;103;17;;;
359;Weak knowledge about customer's application domain;Because domain knowledge is insufficient, misunderstand specification.;Missing domain knowledge;3;84;18;;;
364;Communication flaws between the project and the customer;"the main goal was not accepted by all participants; too many (inappropriate) people are involved ";Conflicting stakeholder viewpoints;1;31;0;;;
364;Incomplete or hidden requirements;"not enough time for doing a complete RE; RE was done by the way";Incomplete requirements;5;45;4;;;
364;Insufficient support by customer;"new product replaces jobs; employees have to learn sth. new; the (new) project is not accepted by the management ";Conflict of interests at management level;3;29;6;;;
364;Moving targets (changing goals, business processes and / or requirements);the main goal was not clearly definied;Unclear project scope;4;127;9;;;
364;Time boxing / Not enough time in general;"bad planning; not enough money for the project (time is money); can be done by the way";Poor project management;2;106;13;;;
365;Time boxing / Not enough time in general;"lack of upfront agile education for our customers; customer expects everything that they want to be delivered by a specific date";Missing customer involvement;1;81;13;;;
365;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;"keeping up with the industry; being competitive ";Changing business needs;2;21;16;No;Project Nature Issue;No
370;Inconsistent requirements;"requirements not in line with other similar products; change of their strategy";Lack of change management at customer side;3;57;5;;;
370;Stakeholders with difficulties in separating requirements from previously known solution designs;no deeper knowledge on the systems used;Missing domain knowledge;2;84;10;;;
